"code_epci","lib_epci","annee_inv","nox_kg","so2_kg","pm10_kg","pm25_kg","co_kg","c6h6_kg","nh3_kg","ges_teqco2","ch4_t","co2_t","n2o_t","TypeEPCI","nomdepart","Ardèche","Ariège","Aude","Aveyron","Gard","Haute-Garonne","Gers","Hérault","Landes","Lot","Lot-et-Garonne","Lozère","Pyrénées-Atlantiques","Hautes-Pyrénées","Pyrénées-Orientales","Tarn","Tarn-et-Garonne","Vaucluse","latit","longit"
200035707,"CC Piège Lauragais Malepère",2019,472550.086,5136.795,153834.75,60203.956,687458.51,8749.131,462237.305,159004.28,520.899,105924.543,90.846,"CC","Aude","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",43.2069626849458,1.97023175745669
200035715,"CA Carcassonne Agglo",2019,1345527.546,25796.009,267311.278,184052.522,2922309.736,37688.078,333123.548,533518.875,285.953,444242.435,77.773,"CA","Aude","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",43.2274807811858,2.4272083781289
200035756,"CC Astarac Arros en Gascogne",2019,183006.303,2649.728,144594.053,53379.999,525600.199,9318.228,442189.939,72364.131,510.931,27139.476,75.78,"CC","Gers","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0",43.4374457866067,0.386231610694751
200035855,"CC Castelnaudary Lauragais Audois",2019,616990.316,11520.999,202430.158,78060.567,909539.124,11414.044,439490.827,257279.883,482.926,199230.005,88.415,"CC","Aude","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",43.3274513729828,1.9152442364072
200035863,"CC Région Lézignanaise, Corbières et Minervois",2019,497964.886,8845.458,91097.128,69723.67,1142758.415,14509.098,157235.857,176266.03,218.222,138826.08,33.333,"CC","Aude","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",43.0744028948909,2.66665342675004
200039519,"CC du Quercy Blanc",2019,128170.951,5405.676,60381.591,31838.319,407978.364,6800.297,287368.859,68391.044,767.282,26919.88,44.604,"CC","Lot","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0",44.3281886783748,1.28388984891053
200040418,"CC du Pays de Serres en Quercy",2019,183279.391,3469.508,160678.442,72942.017,543512.539,9440.548,396463.515,74312.352,632.71,26079.157,73.491,"CC","Tarn-et-Garonne","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0",44.2746025786341,1.07198829487543
200040905,"CC Carmausin-Ségala",2019,308188.269,12151.453,145544.9,92859.435,1128520.479,18873.514,555687.853,174814.862,1868.064,75932.599,85.443,"CC","Tarn","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0",44.0754458131841,2.15865527178612
200042372,"CC des Coteaux Arrats Gimone",2019,266795.549,3347.206,171450.002,61632.63,568707.43,9141.586,448689.622,96046.049,455.298,49483.931,84.062,"CC","Gers","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0",43.5784970422317,0.802499093281903
200042463,"CC de la Montagne Noire",2019,49119.587,2384.17,34210.206,19801.311,302036.522,5116.871,63774.896,29915.012,268.427,13938.578,9.729,"CC","Aude","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",43.3764401909599,2.29356244442096
200042646,"CC Grand Orb communauté de communes en Languedoc",2019,127192.97,7119.323,68030.873,45026.198,715364.522,11879.803,53229.505,73535.058,230.041,48411.899,10.282,"CC","Hérault","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0",43.6825399386866,3.13919632451698
200042653,"CC Sud-Hérault",2019,137561.657,4963.344,40442.7,35798.543,604568.607,9478.862,93908.017,63598.569,105.056,41563.575,18.175,"CC","Hérault","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0",43.388663945205,2.98645863268632
200043602,"CC des Albères, de la Côte Vermeille et de l'Illibéris",2019,377085.533,11103.892,118187.003,102168.261,1625970.041,26688.7,76659.157,184076.467,298.952,132294.379,18.012,"CC","Pyrénées-Orientales","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0",42.5235314955779,2.9994009912256
200043776,"CC Pyrénées Audoises",2019,134016.941,6271.744,61275.238,45331.746,749070.342,12388.022,155457.87,80028.642,616.613,41222.929,25.041,"CC","Aude","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",42.8450534005889,2.12108684065178
200044469,"CC du Pays de Mirepoix",2019,124450.927,3558.519,77258.458,52783.445,530285.061,9253.169,198151.889,78337.584,707.601,31185.772,31.345,"CC","Ariège","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",43.0564811128504,1.85880814847931
200049211,"CC Conflent-Canigó",2019,157860.687,12126.241,79862.024,71949.222,1117328.281,20999.472,88706.315,96947.47,469.565,54813.664,14.001,"CC","Pyrénées-Orientales","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0",42.5766737003259,2.35818102822868
200066124,"CA Gaillac-Graulhet",2019,1059976.107,22957.25,449714.436,258654.039,3122403.044,51526.304,1180939.092,498208.547,2107.997,288688.954,211.287,"CA","Tarn","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0",43.8914453774506,1.82964425192306
200066223,"CC Arize Lèze",2019,135143.233,2913.235,84131.994,47751.956,563072.357,10148.291,330483.64,84527.541,1075.515,25289.91,52.546,"CC","Ariège","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",43.1513702528034,1.36501093846234
200066231,"CC des Portes d'Ariège Pyrénées",2019,383993.777,11589.275,267403.224,165866.813,1217290.362,19732.461,445664.454,212736.714,1218.719,133311.444,78.247,"CC","Ariège","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",43.1692320675831,1.60851571236563
200066322,"CC Terres des Confluences",2019,497425.231,9634.843,184703.632,113808.268,1407225.845,22546.206,319811.826,204311.605,442.446,142508.047,65.702,"CC","Tarn-et-Garonne","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0",44.06746171397,1.0957763402084
200066348,"CC du Minervois au Caroux",2019,151465.416,7356.418,70556.693,47413.486,776634.337,12528.145,80901.14,72389.086,154.432,48486.028,16.162,"CC","Hérault","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0",43.4409296083218,2.79124615170923
200066355,"CA Sète Agglopôle Méditerranée",2019,1806011.661,27287.472,224820.144,170354.039,2189228.697,29964.708,83030.349,580098.832,504.405,458444.621,31.233,"CA","Hérault","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0",43.4483858117269,3.65400091200387
200066363,"CC de la Haute Ariège",2019,147942.994,5444.021,72286.965,59977.686,683177.535,11069.323,75218.226,71133.318,351.409,44639.086,11.726,"CC","Ariège","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",42.7077138557153,1.73047332170102
200066371,"CC Causses et Vallée de la Dordogne",2019,787915.97,114127.961,269287.211,191039.227,2246383.77,35618.237,1000397.242,421406.442,4010.606,216888.989,134.89,"CC","Lot","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0",44.8753576699595,1.70372162983719
200066553,"CC des Monts de Lacaune et de la Montagne du Haut Languedoc",2019,135969.827,6190.665,104588.396,76899.771,620553.013,10106.288,302646.305,97916.49,1497.522,31904.627,42.184,"CC","Hérault,Tarn","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0",43.6444975125523,2.74350845451228
200066561,"CC Sidobre Vals et Plateaux",2019,133676.932,6232.689,94741.515,73942.644,799560.872,14002.778,260447.274,95739,1290.005,33757.575,38.591,"CC","Tarn","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0",43.6840611787279,2.45600855606923
200066652,"CC Grand Sud Tarn et Garonne",2019,592672.704,11482.002,289060.292,186131.486,1612293.476,25108.908,301666.112,251962.033,461.174,154676.519,66.459,"CC","Tarn-et-Garonne","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0",43.8819298853392,1.24688024227321
200066819,"CC du Volvestre",2019,600228.394,6935.12,456610.551,296683.306,1405387.932,22572.198,393429.136,232064.238,746.381,158833.45,79.016,"CC","Haute-Garonne","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0",43.2561744154704,1.2347082064282
200066884,"CC Quercy Vert-Aveyron",2019,226512.224,6123.273,191990.389,124505.692,931083.237,16096.928,270177.327,104773.863,644.889,52985.28,48.541,"CC","Tarn-et-Garonne","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0",44.0339182577934,1.55067594725104
200066918,"CA Alès Agglomération",2019,1150241.042,79848.005,266274.689,197462.767,3534794.569,47879.156,190126.747,522118.902,737.701,413103.199,46.639,"CA","Gard","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0",44.1466632346261,4.06354944516762
200066926,"CA Grand Auch C?ur de Gascogne",2019,450550.024,13825.224,251330.009,108325.883,1223057.854,19680.559,578641.75,197768.755,649.344,120890.47,111.839,"CA","Gers","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0",43.6936172754613,0.574670464408101
200067064,"CC Decazeville Communauté",2019,155763.463,5207.351,44666.433,35711.795,522153.622,7903.42,187513.852,99231.993,803.079,52246.697,24.743,"CC","Aveyron","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0",44.5813307871648,2.27095436501055
200067122,"CC Coteaux et Plaines du Pays Lafrançaisain",2019,102137.438,3110.573,65719.699,38346.349,486162.728,8561.489,143868.707,48452.283,310.033,22836.857,26.611,"CC","Tarn-et-Garonne","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0",44.1403630431036,1.28012290157108
200067155,"CC Saint Affricain, Roquefort, Sept Vallons",2019,142851.964,4375.54,50527.1,34045.285,450648.162,7223.847,262987.904,107763.278,1502.352,46550.065,38.983,"CC","Aveyron","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0",43.9478430998238,2.82699771853048
200067163,"CC Monts, Rance et Rougier",2019,129053.254,2854.666,56382.472,33609.452,350924.988,5552.53,429974.535,110742.9,2344.988,22674.8,59.271,"CC","Aveyron","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0",43.8136044151698,2.82542200390744
200067171,"CC Aubrac, Carladez et Viadène",2019,270084.932,5302.226,81681.499,57954.546,648357.135,10651.119,1148841.478,233066.435,5063.633,38700.932,149.198,"CC","Aveyron","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0",44.7256857362923,2.77826663816569
200067361,"CC Grand-Figeac",2019,542990.78,16991.862,271664.282,192670.816,1999344.927,33357.01,1161295.084,368958.094,4869.254,147310.569,150.702,"CC","Aveyron,Lot","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0",44.6392794194731,1.93911265672709
200067478,"CC Comtal Lot et Truyère",2019,307691.696,9319.261,96361.674,69416.521,829293.004,12874.651,731529.363,218548.836,3328.059,82105.148,97.106,"CC","Aveyron","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0",44.5378524232385,2.67824519670586
200067791,"CA Pays Foix-Varilhes",2019,310112.298,5914.955,124463.203,102124.864,1338656.366,22991.372,199657.457,176912.039,917.608,112077.915,31.456,"CA","Ariège","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",42.9863377587309,1.60128235201407
200067940,"CC Couserans-Pyrénées",2019,354056.615,14718.44,170410.36,144948.587,2026330.473,35259.301,520096.448,252709.899,2443.348,123554.479,72.646,"CC","Ariège","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",42.9178446377032,1.17963257647165
200068484,"CC des Causses à l'Aubrac",2019,370486.337,6183.638,113737.628,81757.194,740535.244,11459.294,732612.399,239616.384,3752.034,92361.502,97.715,"CC","Aveyron","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0",44.4123388071643,2.97865953246417
200068641,"CA Le Muretain Agglo",2019,1165174.504,18553.886,328629.484,238537.052,3219972.179,49537.9,242334.483,508484.596,534.111,407192.059,65.162,"CA","Haute-Garonne","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0",43.4793835866668,1.2602962401757
200068807,"CC du Bassin Auterivain Haut-Garonnais",2019,337362.728,52262.985,264345.326,160397.176,1205482.042,19561.518,315982.102,155086.464,540.431,98784.889,65.655,"CC","Haute-Garonne","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0",43.3394570350458,1.45234592821521
200068815,"CC C?ur de Garonne",2019,1231138.682,405598.528,502504.661,315301.759,1761889.733,28224.292,567080.949,741522.144,1046.192,616763.344,119.922,"CC","Haute-Garonne","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0",43.3250102537461,1.08035245210789
200068831,"CC Pays Ségali Communauté",2019,446260.437,7627.281,128259.744,69151.04,849370.748,12999.052,1178164.852,301855.979,5000.988,103236.114,152.374,"CC","Aveyron","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0",44.2369338591492,2.38736484297618
200069102,"CC Randon - Margeride",2019,110574.272,3079.533,23899.912,17680.958,260559.826,3333.57,447740.408,103532.489,2233.367,21513.455,56.481,"CC","Lozère","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0",44.6838865404914,3.55905103733459
200069128,"CC Mont Lozère",2019,93265.128,2751.908,24704.416,16929.191,287604.553,3713.818,217164.706,61354.907,983.929,21338.073,28.272,"CC","Gard,Lozère","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0",44.4938159002369,3.7849336998209
200069136,"CC des Cévennes au Mont Lozère",2019,45955.73,1479.7,14545.573,12367.869,289475.127,3507.821,74647.875,32162.321,418.912,13576.087,9.377,"CC","Lozère","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0",44.2663433063919,3.79467007589199
200069144,"CC des Hautes Terres de l'Aubrac",2019,164571.7,3039.123,25336.343,18586.016,249462.935,2938.955,467570.011,124739.778,2452.088,35646.24,58.338,"CC","Lozère","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0",44.725749202464,3.15834978088874
200069151,"CC Gorges Causses Cévennes",2019,116305.222,3571.082,24393.223,16985.018,310117.203,3714.521,211392.488,73778.39,1046.532,31176.503,29.615,"CC","Lozère","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0",44.2859473191706,3.50109487090204
200069185,"CC des Terres d'Apcher-Margeride-Aubrac",2019,240027.165,8702.097,38987.865,28367.428,430985.77,4965.116,387541.042,141718.195,1885.8,57507.203,49.704,"CC","Lozère","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0",44.8262506966307,3.34580561858692
200069268,"CC Aubrac Lot Causses Tarn",2019,214483.528,4305.737,55055.847,23747.663,323058.412,3317.828,334438.954,128542.386,1873.199,55893.727,45.16,"CC","Lozère","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0",44.413767730046,3.22888704857371
200069300,"CA Tarbes-Lourdes-Pyrénées",2019,925348.449,22063.304,350506.789,264169.617,3300008.371,52187.702,529998.23,528991.635,2065.111,369836.76,89.368,"CA","Hautes-Pyrénées","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0",43.1546458164232,-0.0037265002366194
200069383,"CC Ouest Aveyron Communauté",2019,309848.422,8255.38,138793.26,98428.121,997838.023,15953.877,737373.528,229895.021,3541.965,83220.141,98.816,"CC","Aveyron,Lot","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0",44.351236860064,1.99774444484826
200070365,"CC Corbières Salanque Méditerranée",2019,473275.531,4894.817,84681.01,55218.819,818665.453,10262.357,51171.704,174795.232,70.286,150370.11,14.262,"CC","Aude,Pyrénées-Orientales","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0",42.9027786849179,2.78175882375586
200070787,"CC du Plateau de Lannemezan",2019,382354.08,20751.929,134523.294,95073.199,1108331.333,16628.44,409192.497,266621.498,1544.655,187256.124,51.982,"CC","Hautes-Pyrénées","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0",43.1079177570092,0.355526685722757
200070795,"CC du Pays de Trie et du Magnoac",2019,144385.064,2832.016,91165.91,42600.464,475837.59,8422.875,378841.832,78173.067,1036.755,22996.239,61.347,"CC","Hautes-Pyrénées","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0",43.2874790989906,0.42759881478505
200070803,"CC des Coteaux du Val d'Arros",2019,218297.021,2907.962,72845.001,48237.139,673883.224,11336.836,262276.983,103602.66,1007.754,50324.376,40.405,"CC","Hautes-Pyrénées","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0",43.2279648899671,0.22291972131919
200070811,"CC Pyrénées Vallées des Gaves",2019,158718.614,5807.075,111034.501,89400.328,912277.193,16277.869,123852.44,134697.668,590.401,93944.729,18.447,"CC","Hautes-Pyrénées","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0",42.8716606815194,-0.0723517210711068
200070829,"CC Neste Barousse",2019,123266.99,6124.534,109924.043,81803.9,523220.324,9146.766,130348.418,88383.202,619.577,54932.347,19.098,"CC","Hautes-Pyrénées","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0",42.9852886229389,0.518526212887045
200071058,"CC Les Avant-Monts",2019,157772.876,10935.414,58974.567,48938.419,827989.637,13025.022,85723.716,69595.416,56.171,47825.728,18.932,"CC","Hérault","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0",43.5049848630893,3.19520042159744
200071298,"CC des Terres du Lauragais",2019,866172.366,12139.812,320020.336,162194.54,2004187.147,32116.641,649071.104,312014.69,911.411,206243.858,133.192,"CC","Haute-Garonne","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0",43.4436452320389,1.69676988163969
200071314,"CC des Hauts Tolosans",2019,324147.751,6622.588,202821.02,116111.974,1242676.632,21460.2,400564.248,139898.307,571.838,76086.708,81.93,"CC","Haute-Garonne","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0",43.7367573835569,1.16054025418457
200071926,"CC du Limouxin",2019,296482.148,6890.559,90914.513,63454.879,1061271.431,15941.191,222701.684,123922.026,398.048,82960.271,42.297,"CC","Aude","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",43.0192542952504,2.25522287865541
200072106,"CC Adour Madiran",2019,296336.324,5880.219,205268.805,111396.618,1026180.232,17526.625,591866.579,153219.812,1361.813,64786.023,102.065,"CC","Hautes-Pyrénées,Pyrénées-Atlantiques","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0",43.4201753478505,0.0417576378085282
200072320,"CC Val de Gers",2019,222503.75,3590.623,159765.622,61091.309,624140.037,10835.179,562028.042,95155.118,859.787,31731.983,93.793,"CC","Gers","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0",43.4710054168939,0.575877875814689
200072635,"CC Pyrénées Haut Garonnaises",2019,165886.129,6174.788,110146.818,89340.537,1076170.388,19858.591,114070.122,100601.564,466.892,59267.678,19.354,"CC","Haute-Garonne","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0",42.8690914106791,0.630166498689725
200072643,"CC C?ur et Coteaux du Comminges",2019,1212340.287,412697.546,470578.802,293493.17,3431335.759,41880.231,936612.655,1138850.557,2481.24,208242.249,184.131,"CC","Haute-Garonne","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0",43.2291338901843,0.741046958569009
200073146,"CC Cagire Garonne Salat",2019,327385.999,6413.482,138772.809,102428.511,1253449.366,22050.038,283016.523,155997.574,997.311,85759.676,45.979,"CC","Haute-Garonne","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0",43.0534730631392,0.876594837772115
240900431,"CC du Pays de Tarascon",2019,84054.256,5112.522,41747.575,37628.176,553139.668,9321.324,60965.625,43845.314,276.617,22782.778,8.99,"CC","Ariège","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",42.8458209361204,1.57107726204208
240900464,"CC du Pays d'Olmes",2019,97002.121,6024.347,53748.999,47379.44,688631.809,12492.987,70690.052,64419.372,340.682,37315.575,11.413,"CC","Ariège","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",42.9035505715769,1.82895834284152
241100593,"CA Le Grand Narbonne",2019,2932831.017,53088.833,407938.235,222004.217,3646306.762,38246.024,262142.603,1324409.964,414.752,1148924.783,69.626,"CA","Aude","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",43.1373082120108,2.98999246320538
241200187,"CA Rodez Agglomération",2019,465584.205,13748.132,150230.073,107750.273,1047437.885,15009.081,271717.309,276933.668,1624.645,192876.707,44.463,"CA","Aveyron","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0",44.3622409880527,2.55267693419516
241200542,"CC du Réquistanais",2019,109387.467,2871.276,40569.666,24412.059,259689.714,4274.349,528474.12,125820.698,3102.601,15822.397,67.88,"CC","Aveyron","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0",44.0696045016225,2.54164194707883
241200567,"CC de Millau Grands Causses",2019,300534.246,9691.753,84703.279,63678.37,724081.417,10914.478,242784.309,160453.455,1109.485,104200.013,38.121,"CC","Aveyron,Lozère","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0",44.1267328052822,3.14494453489951
