"code_epci","lib_epci","annee_inv","nox_kg","so2_kg","pm10_kg","pm25_kg","co_kg","c6h6_kg","nh3_kg","ges_teqco2","ch4_t","co2_t","n2o_t","TypeEPCI","nomdepart","Ardèche","Ariège","Aude","Aveyron","Gard","Haute-Garonne","Gers","Hérault","Landes","Lot","Lot-et-Garonne","Lozère","Pyrénées-Atlantiques","Hautes-Pyrénées","Pyrénées-Orientales","Tarn","Tarn-et-Garonne","Vaucluse","latit","longit"
200070803,"CC des Coteaux du Val d'Arros",2018,222956.045,3003.602,74854.961,50294.692,686105.958,11894.158,260288.945,102573.146,1012.931,49684.358,39.903,"CC","Hautes-Pyrénées","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0",43.2279648899671,0.22291972131919
200070811,"CC Pyrénées Vallées des Gaves",2018,164015.797,6098.166,113618.698,92083.998,929747.463,17184.754,121648.784,140160.783,584.356,99998.489,18.191,"CC","Hautes-Pyrénées","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0",42.8716606815194,-0.0723517210711068
200070829,"CC Neste Barousse",2018,126660.149,6337.868,111289.109,83283.736,532960.899,9650.754,129555.892,88233.697,617.634,55135.078,18.948,"CC","Hautes-Pyrénées","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0",42.9852886229389,0.518526212887045
200071058,"CC Les Avant-Monts",2018,163053.891,11126.92,61297.764,50853.229,836121.113,13636.365,87170.771,68558.675,58.398,47145.476,19.192,"CC","Hérault","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0",43.5049848630893,3.19520042159744
200071298,"CC des Terres du Lauragais",2018,923785.325,12812.413,351511.806,173171.23,2040381.777,33508.578,735514.606,312423.755,870.139,205351.695,147.498,"CC","Haute-Garonne","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0",43.4436452320389,1.69676988163969
200071314,"CC des Hauts Tolosans",2018,335666.501,6864.197,205834.941,119045.376,1252965.881,22328.236,398314.907,139136.085,575.507,76595.831,79.677,"CC","Haute-Garonne","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0",43.7367573835569,1.16054025418457
200071926,"CC du Limouxin",2018,304816.472,7035.804,92594.903,65266.964,1035950.399,16824.992,226521.075,136882.991,405.024,95987.129,42.717,"CC","Aude","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",43.0192542952504,2.25522287865541
200072106,"CC Adour Madiran",2018,302708.742,6123.363,205097.41,113440.451,1037185.91,18386.564,586600.931,151120.558,1369.347,63524.371,99.639,"CC","Hautes-Pyrénées,Pyrénées-Atlantiques","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0",43.4201753478505,0.0417576378085282
200072320,"CC Val de Gers",2018,232271.483,3811.035,160246.032,63155.065,640876.519,11409.123,558801.569,97401.957,901.212,33364.13,91.513,"CC","Gers","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0",43.4710054168939,0.575877875814689
200072635,"CC Pyrénées Haut Garonnaises",2018,175209.997,6584.361,112468.785,92558.568,1100779.938,21033.9,109051.092,101957.682,465.959,61254.573,18.325,"CC","Haute-Garonne","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0",42.8690914106791,0.630166498689725
200072643,"CC C?ur et Coteaux du Comminges",2018,1501783.41,713262.505,519678.943,339897.586,3535798.489,44108.899,882691.974,1234110.857,2504.495,206626.579,173.216,"CC","Haute-Garonne","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0",43.2291338901843,0.741046958569009
200073146,"CC Cagire Garonne Salat",2018,328437.981,6710.484,138945.599,105296.279,1273703.453,23251.394,272539.494,153338.052,1007.891,84518.582,43.249,"CC","Haute-Garonne","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0",43.0534730631392,0.876594837772115
240900431,"CC du Pays de Tarascon",2018,95792.664,5524.497,44702.633,39888.262,570600.86,9882.914,61214.219,46981.682,286.558,25784.216,9.33,"CC","Ariège","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",42.8458209361204,1.57107726204208
240900464,"CC du Pays d'Olmes",2018,106006.665,6491.229,56293.003,49710.294,710640.139,13217.331,69560.234,66960.644,339.379,40070.909,11.349,"CC","Ariège","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",42.9035505715769,1.82895834284152
241100593,"CA Le Grand Narbonne",2018,3000415.564,90165.616,422896.477,229128.076,4878046.037,39156.377,266733.507,1293315.099,417.055,1103405.068,70.627,"CA","Aude","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",43.1373082120108,2.98999246320538
241200187,"CA Rodez Agglomération",2018,464816.63,14502.599,155565.887,112342.093,1076664.909,15753.472,271879.763,275792.746,1647.045,190531.849,45.465,"CA","Aveyron","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0",44.3622409880527,2.55267693419516
241200542,"CC du Réquistanais",2018,115908.455,3144.652,42547.191,25798.894,268951.691,4515.12,517981.039,123506.482,2990.444,17081.664,66.583,"CC","Aveyron","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0",44.0696045016225,2.54164194707883
241200567,"CC de Millau Grands Causses",2018,309777.401,10435.476,85982.535,65534.771,737541.831,11541.652,237988.704,157865.509,1067.663,103295.585,37.087,"CC","Aveyron,Lozère","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0",44.1267328052822,3.14494453489951
241200625,"CC du Pays Rignacois",2018,112403.965,2183.924,37778.844,24447.577,247701.28,3830.563,284519.538,75728.705,1265.159,25674.98,37.106,"CC","Aveyron","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0",44.4348967810248,2.31733673775884
241200641,"CC Conques-Marcillac",2018,193450.654,4196.571,84431.156,59543.142,500643.749,7950.176,449894.061,127358.773,1994.567,46730.775,57.371,"CC","Aveyron","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0",44.5196111384479,2.4580572827
241200658,"CC du Pays de Salars",2018,142092.17,3092.938,39893.311,27291.728,357522.76,5878.838,421721.191,118968.498,2365.588,30780.459,54.536,"CC","Aveyron","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0",44.2713174887156,2.67589207459779
241200674,"CC du Plateau de Montbazens",2018,95892.362,2394.519,36519.521,24191.286,274116.78,4591.999,370329.129,78352.137,1553.568,17226.631,47.386,"CC","Aveyron","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0",44.4595279078622,2.18677230924991
241200765,"CC de Lévézou Pareloup",2018,181157.343,3193,60697.174,38856.99,345541.172,5424.384,715299.027,169862.42,3869.051,31096.493,90.266,"CC","Aveyron","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0",44.2072681076608,2.81457387049595
241200807,"CC Aveyron Bas Ségala Viaur",2018,96846.196,2726.989,41092.859,27847.343,291819.684,5179.907,474065.927,96135.686,2165.758,14234.809,59.349,"CC","Aveyron","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0",44.2826563948918,2.18583891312194
241200906,"CC Larzac et Vallées",2018,337941.179,2803.474,58942.88,38057.456,414765.133,4917.227,373276.069,145291.07,1552.444,78348.633,55.563,"CC","Aveyron","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0",43.9514239329779,3.20084609009682
241200914,"CC de la Muse et des Raspes du Tarn",2018,165470.749,2473.478,55370.595,37659.347,336732.105,5227.506,350191.452,111328.644,1994.018,36121.69,47.432,"CC","Aveyron","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0",44.0910222282858,2.84622739167752
243000270,"CC du Pays Viganais",2018,71671.326,5614.915,29711.524,25549.442,404080.088,7299.476,47400.179,42489.421,184.189,27132.846,7.803,"CC","Gard","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0",43.9603051051332,3.53486580699057
243000296,"CC du Pays de Sommières",2018,180090.814,4938.362,47539.446,38734.91,634977.135,9447.504,45871.421,76197.374,72.246,59821.591,11.221,"CC","Gard","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0",43.8276861275528,4.12261602679473
243000569,"CC Rhony, Vistre, Vidourle",2018,605510.686,45048.224,77139.963,54635.977,758433.013,9614.558,21781.985,221368.653,41.26,200448.816,10.448,"CC","Gard","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0",43.7423900324562,4.21216331269938
243000585,"CC Beaucaire Terre d'Argence",2018,1337135.193,8106.82,128377.393,56998.291,1118269.759,9788.946,107066.829,699275.992,236.87,647284.436,22.368,"CC","Gard","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0",43.7713230429465,4.563013412966
243000593,"CC de Petite Camargue",2018,257468.291,3625.66,51189.176,38384.056,622533.793,8221.694,96417.053,120793.911,281.452,97077.853,19.007,"CC","Gard","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0",43.6519268003139,4.28614188200699
243000643,"CA de Nîmes Métropole",2018,2671219.647,38750.49,443274.025,313025.121,4544706.957,58731.35,237524.019,1171015.939,630.614,987026.493,79.442,"CA","Gard","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0",43.8230053668236,4.3535491561911
243000650,"CC Terre de Camargue",2018,276760.556,2617.889,34906.85,26232.822,409356.892,4621.16,38306.996,101707.534,81.846,88437.055,10.173,"CC","Gard","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0",43.5473514703412,4.20484941689731
243000684,"CC du Pont du Gard",2018,435859.853,13462.668,90219.913,56084.467,821754.798,10772.434,56896.288,174924.512,64.205,152469.307,16.14,"CC","Gard","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0",43.9429410717458,4.58477775402354
243100518,"Toulouse Métropole",2018,6615947.768,134252.393,1076105.221,814574.932,11075082.528,148886.446,263442.428,3158224.405,818.66,2661689.982,165.446,"Metropole","Haute-Garonne","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0",43.627366309197,1.41324024682845
243100567,"CC Lauragais Revel Sorezois",2018,262122.123,63605.149,206891.851,123153.016,963190.135,16946.692,337577.219,209187.167,620.806,153711.978,62.821,"CC","Aude,Haute-Garonne,Tarn","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0",43.45967040106,2.00107037489585
243100633,"CA du Sicoval",2018,930804.229,13580.199,237314.978,162824.873,2330547.212,35850.679,205521.43,362970.988,275.583,293050.759,53.227,"CA","Haute-Garonne","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0",43.4835375448355,1.53990478648419
243100732,"CC des Coteaux du Girou",2018,373934.433,6398.7,120180.182,74652.978,1011596.058,16712.117,209061.925,135363.071,337.107,93573.029,43.689,"CC","Haute-Garonne","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0",43.6978184883817,1.59790478819356
243100773,"CC Val'Aïgo",2018,325493.594,5866.318,88228.006,53150.665,662212.106,11369.427,128884.322,258046.636,241.666,130514.308,27.084,"CC","Haute-Garonne","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0",43.8291703528317,1.54248415697333
243100781,"CC Le Grand Ouest Toulousain",2018,332480.682,21287.469,103283.115,79223.269,1049517.272,16638.005,58468.447,149707.632,157.773,120425.617,16.249,"CC","Haute-Garonne","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0",43.6032024301629,1.22286951234083
243100815,"CC des Coteaux Bellevue",2018,214402.141,3422.425,51483.653,42253.019,653070.095,10473.812,20609.539,84219.097,40.215,68328.294,6.76,"CC","Haute-Garonne","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0",43.6979959708702,1.50106170852186
243200391,"CC de la Lomagne Gersoise",2018,405777.635,7860.564,291678.864,102589.566,922083.886,15809.752,778052.399,137698.323,609.246,64483.68,146.161,"CC","Gers","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0",43.9190179352465,0.631104932131702
243200409,"CC du Bas Armagnac",2018,178870.765,2234.487,103179.116,43219.531,484112.198,8180.663,304575.019,89719.817,975.087,37480.533,52.733,"CC","Gers","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0",43.7781318296158,-0.0544157762273277
243200417,"CC de la Tenarèze",2018,271425.134,4820.221,174668.861,69010.013,715215.138,12438.426,509333.307,99312.905,458.201,48054.612,93.668,"CC","Gers","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0",43.9310369590685,0.346242581519154
243200425,"CC C?ur d'Astarac en Gascogne",2018,140313.345,2444.043,88125.714,36339.513,396473.566,6907.503,268786.492,57571.527,391.213,26532.744,46.483,"CC","Gers","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0",43.5440120558808,0.319905849110793
243200458,"CC du Grand Armagnac",2018,207335.369,4860.176,136162.338,70150.764,746727.54,13430.252,394482.816,83426.877,510.571,37509.312,64.922,"CC","Gers","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0",43.8696754187067,0.056673818172195
243200508,"CC Bastides et Vallons du Gers",2018,136491.853,3163.348,101012.219,40831.903,406573.802,7100.338,278096.885,54546.088,382.333,21884.896,50.759,"CC","Gers","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0",43.5497727537804,0.127453040801135
243200599,"CC du Saves",2018,209420.101,3471.788,168117.009,57911.021,525577.665,9396.66,419322.22,73070.256,439.689,29962.549,77.539,"CC","Gers","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0",43.4731970112387,0.915519407863053
243200607,"CC Artagnan de Fezensac",2018,181541.652,2788.491,105611.513,41450.288,412397.246,7179.072,393400.938,66796.364,503.6,26238.354,70.426,"CC","Gers","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0",43.7072925832136,0.275467198058494
243400017,"Montpellier Méditerranée Métropole",2018,3172892.994,90589.008,569457.303,389023.488,5667454.033,69079.821,140009.932,1470324.532,1631.557,1213928.476,71.482,"Metropole","Hérault","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0",43.6157167302322,3.86329935563103
243400355,"CC du Clermontais",2018,367056.078,5880.254,60992.825,50495.41,820129.458,11390.824,53425.908,128567.289,89.72,105718.624,13.228,"CC","Hérault","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0",43.6045387871159,3.387739648598
243400470,"CA du Pays de l'Or",2018,705372.58,10316.331,94359.092,68323.532,958353.003,10687.539,56886.391,257768.027,94.397,230652.087,19.183,"CA","Hérault","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0",43.6027982438776,4.01957663977855
243400488,"CC La Domitienne",2018,381956.209,4998.014,85152.335,54703.142,797201.58,10845.621,60171.782,143844.462,136.87,119504.711,16.741,"CC","Hérault","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0",43.3164873986923,3.14670678237142
243400520,"CC du Pays de Lunel",2018,568156.889,17520.712,97011.165,70341.44,1043689.117,13881.851,62568.652,306133.277,130.962,217406.395,20.806,"CC","Hérault","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0",43.6934506073177,4.10353238389319
243400694,"CC Vallée de l'Hérault",2018,463068.926,9703.332,110726.707,78118.07,1215620.577,17942.45,88285.681,162680.13,166.431,128044.943,19.884,"CC","Hérault","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0",43.6549380652523,3.58372289447106
243400736,"CC des Cévennes Gangeoises et Suménoises",2018,85739.152,5150.572,36298.687,25716.979,417991.268,6828.865,8462.044,43863.478,64.051,33285.722,2.796,"CC","Gard,Hérault","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0",43.9354349044185,3.72263002268216
243400769,"CA de Béziers-Méditerranée",2018,1434145.18,91546.869,210232.453,157241.667,2385866.717,30934.814,198177.802,568527.014,565.164,477114.696,49.571,"CA","Hérault","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0",43.3641862802674,3.27461650718986
243400819,"CA Hérault-Méditerranée",2018,1020328.929,14600.879,223518.742,142594.238,2018085.263,27299.074,160706.937,377706.104,207.814,318327.295,43.481,"CA","Hérault","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0",43.406326702163,3.44206165953409
244600433,"CC de la Vallée du Lot et du Vignoble",2018,123929.875,6289.871,74715.225,56324.834,649896.54,11567.83,127249.49,61391.164,294.726,34848.974,20.581,"CC","Lot","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0",44.4778445175535,1.16872617210926
244600482,"CC Quercy - Bouriane",2018,167003.804,5719.794,106425.742,74819.233,495549.448,8013.901,184379.111,81648.197,629.219,44057.223,25.223,"CC","Lot","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0",44.7018189013178,1.41824898349027
244600532,"CC du Pays de Lalbenque-Limogne",2018,164988.955,3031.707,94607.702,64963.132,501256.282,8398.972,236804.438,81148.716,872.844,37365.849,34.758,"CC","Lot","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0",44.3685785324158,1.64467440677191
244600573,"CC du Causse de Labastide-Murat",2018,209357.821,2103.157,39018.099,26334.469,314844.291,4325.313,239006.799,95822.55,1049.588,51109.829,32.028,"CC","Lot","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0",44.6246003593937,1.60588552383147
244800405,"CC C?ur de Lozère",2018,132611.532,11876.579,26090.369,20552.666,322208.805,4464.49,79606.559,70892.75,373.569,46802.372,12.663,"CC","Lozère","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0",44.527825823548,3.50366136491943
244800470,"CC du Gévaudan",2018,223562.376,7890.039,38173.211,21342.81,296057.725,2995.43,210233.073,111057.072,1091.325,60598.633,29.303,"CC","Lozère","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0",44.5704375499863,3.26647705333866
246401756,"CC Pays de Nay",2018,4195.768,98.91,2415.415,2033.679,28588.743,460.421,7847.226,2481.495,31.163,865.091,0.96,"CC","Hautes-Pyrénées,Pyrénées-Atlantiques","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0",43.1400187235171,-0.247365227614934
246500482,"CC de la Haute-Bigorre",2018,145013.847,3566.431,97915.077,78610.418,832053.053,15613.211,148600.131,96858.786,718.146,53864.326,21.508,"CC","Hautes-Pyrénées","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0",43.0130278602043,0.165981853545345
246500573,"CC Aure-Louron",2018,141824.132,4977.508,41827.139,36799.615,546192.89,10127.709,54626.405,53297.995,290.042,30776.301,8.977,"CC","Hautes-Pyrénées","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0",42.8253272887353,0.316142439949755
246600282,"CC Sud-Roussillon",2018,142478.476,2645.696,39444.017,33912.2,543973.622,8599.329,13444.861,63542.124,51.268,49779.521,5.045,"CC","Pyrénées-Orientales","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0",42.6241212499458,2.97990535152564
246600373,"CC du Vallespir",2018,269140.785,10893.104,63008.765,54532.468,811881.563,13909.507,23799.176,124685.787,122.123,100672.197,7.292,"CC","Pyrénées-Orientales","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0",42.4837845737971,2.78172831361587
246600399,"CC Pyrénées Cerdagne",2018,114317.619,16848.957,48455.354,43696.137,625375.242,12677.516,47480.73,69022.121,255.197,44213.19,7.925,"CC","Pyrénées-Orientales","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0",42.4920485744189,1.93695632297358
246600415,"CC Roussillon-Conflent",2018,135681.557,5446.816,50673.785,45901.317,724319.853,12852.464,24728.171,62310.284,107.991,43292.088,5.961,"CC","Pyrénées-Orientales","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0",42.6537219999254,2.62008235857757
246600423,"CC Agly Fenouillèdes",2018,61755.249,3734.527,32811.27,23251.379,355002.67,6427.898,48595.242,30857.17,125.733,17989.466,7.957,"CC","Pyrénées-Orientales","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0",42.7855962753723,2.49215956091252
246600449,"CC des Aspres",2018,273071.296,6996.53,72823.39,53590.46,815157.777,12859.001,51159.953,112351.834,137.722,86807.1,11.661,"CC","Pyrénées-Orientales","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0",42.5882725375435,2.75259999919474
246600464,"CC Pyrénées catalanes",2018,88767.18,7895.81,36411.33,32485.734,475567.074,9428.757,13054.894,48910.313,83.69,30542.022,3.39,"CC","Pyrénées-Orientales","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0",42.5653356504593,2.09925240545304
246600548,"CC du Haut Vallespir",2018,58345.463,6928.238,31521.816,29311.604,443373.923,8855.53,43077.381,43880.954,230.956,25774.257,6.652,"CC","Pyrénées-Orientales","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0",42.4355181430606,2.54944496034401
248100158,"CC du Sor et de l'Agout",2018,299494.635,9277.564,162121.834,100888.36,1087486.756,19215.649,408841.738,141811.124,1044.161,70266.459,71.288,"CC","Tarn","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0",43.5499857145568,2.05515275963044
248100430,"CA de Castres Mazamet",2018,601109.261,52776.164,250794.447,200667.219,2402446.084,40630.59,242372.535,366523.008,721.489,212569.907,42.726,"CA","Tarn","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0",43.5349992585254,2.32615771587367
248100497,"CC Val 81",2018,102689.62,3311.116,51985.505,33202.645,355331.55,6076.384,286338.46,71391.947,1230.453,19879.013,39.493,"CC","Tarn","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0",43.9983525415367,2.37175139061759
248100737,"CA de l'Albigeois (C2A)",2018,752841.143,215415.699,203985.844,160371.134,2023925.793,33927.953,183956.701,371601.373,762.66,299370.386,39.161,"CA","Tarn","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0",43.912006251527,2.15504998818702
248100745,"CC Thoré Montagne Noire",2018,67165.578,2855.44,24083.591,20122.858,334009.79,5675.482,60314.056,37569.22,286.58,21059.45,8.748,"CC","Tarn","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0",43.4888984068364,2.5419156839238
248200016,"CC des Deux Rives",2018,380738.432,6464.52,125663.686,80079.42,825756.545,12686.373,262512.702,141635.84,338.158,102112.158,51.926,"CC","Gers,Lot-et-Garonne,Tarn-et-Garonne","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","1","0",44.1044708806776,0.892962929064825
248200057,"CC du Quercy Caussadais",2018,401743.332,6729.713,137119.779,72577.289,932120.596,14801.301,368825.475,158749.716,839.507,99793.447,62.477,"CC","Tarn-et-Garonne","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0",44.1911722318207,1.5233383441245
248200065,"CC de la Lomagne Tarn-et-Garonnaise",2018,215071.382,5003.48,114686.415,47758.583,501625.667,8772.462,414408.283,74956.886,415.751,30097.252,81.21,"CC","Tarn-et-Garonne","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0",43.9073861845157,0.951706514470156
248200099,"CA Grand Montauban",2018,895386.004,15396.878,216769.738,159295.448,2090124.919,33351.436,163054.039,402859.514,495.523,317333.649,43.937,"CA","Tarn-et-Garonne","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0",44.0054994328188,1.34564925609023
248200107,"CC du Quercy Rouergue et des Gorges de l'Aveyron",2018,151809.14,3831.602,103237.937,69268.794,512459.648,8784.092,333764.534,84645.751,1117.46,30399.61,46.757,"CC","Tarn,Tarn-et-Garonne","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0",44.2159250176669,1.79765214586182
248400251,"CA du Grand Avignon (COGA)",2018,529433.362,10298.806,111015.299,78099.544,1113718.849,15493.204,34515.432,212574.751,227.711,178678.204,14.761,"CA","Gard,Vaucluse","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1",43.9671321269463,4.82510094814952
200006930,"CC du Haut Allier",2017,73366.361,4071.456,17477.598,12198.108,176738.806,2550.62,137934.206,45503.526,643.457,18514.628,17.775,"CC","Lozère","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0",44.7324018015084,3.76926653214092
200017341,"CC Lodévois et Larzac",2017,354160.591,15308.97,55877.211,43349.082,630360.915,9332.844,106181.268,144043.07,937.657,97335.013,18.905,"CC","Hérault","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0",43.7929109505339,3.37297691560182
200022986,"CC du Grand Pic Saint-Loup",2017,367899.718,9905.29,151666.812,89579.306,1320904.702,20877.262,67745.219,158976.747,205.617,125086.215,16.97,"CC","Hérault","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0",43.7769237034619,3.79430633061808
200023620,"CC de la Gascogne Toulousaine",2017,330902.363,4367.246,139811.294,70283.449,809575.049,13444.779,233049.556,117853.669,261.811,81059.695,52.384,"CC","Gers,Haute-Garonne","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0",43.5914427438486,1.06675212654632
200023737,"CA du Grand Cahors",2017,506477.13,14752.267,154863.731,121759.12,1461410.911,23812.246,124952.603,220889.873,456.977,166518.339,24.451,"CA","Lot","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0",44.4848029319676,1.44776095626208
200027183,"CU Perpignan Méditerranée Métropole",2017,2246697.621,61749.292,555298.365,398917.424,5664607.608,90629.841,112616.063,1058234.145,492.734,801464.543,58.95,"CU","Pyrénées-Orientales","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0",42.7520038768651,2.85160369828303
200030435,"CC d'Aire-sur-l'Adour",2017,61570.283,710.568,63058.905,32150.937,168771.562,2903.171,97953.412,22827.701,104.188,12087.983,17.928,"CC","Gers,Landes","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0",43.6857823387328,-0.294957278466315
200034023,"CC Tarn-Agout",2017,317256.743,9554.96,138025.628,80530.755,1049619.611,18678.449,264751.415,123173.595,452.913,70043.402,56.355,"CC","Haute-Garonne,Tarn","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0",43.6876648132577,1.77201251838602
200034031,"CC des Monts d'Alban et du Villefranchois",2017,135304.316,3627.222,52188.759,34849.151,447918.053,7939.145,359044.364,96924.111,1805.529,24526.435,50.245,"CC","Tarn","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0",43.8734982026583,2.41457648112806
200034049,"CC Centre Tarn",2017,161821.47,5000.456,104040.32,67194.219,571960.767,10692.906,362718.679,99357.396,1508.977,31763.185,54.041,"CC","Tarn","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0",43.7824153503732,2.2521672718246
200034056,"CC du Lautrécois et du Pays d'Agout",2017,274051.07,5827.354,152867.529,79778.391,771330.67,13924.593,405748.656,112431.401,993.637,49476.696,77.478,"CC","Tarn","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0",43.6874332812217,2.05729818732461
200034064,"CC du Cordais et du Causse (4 C)",2017,93177.658,2415.773,51646.104,32296.597,365722.995,6656.253,182960.519,46786.506,574.876,16326.866,29.573,"CC","Tarn","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0",44.0909363667799,1.87894172682892
